dataset,model_type,past,coupling_layers,channels,hidden_multiplier,st_net_layers,encoder_layers,encoder_size,normalized,z_score,time_features,AUC_ROC,AUC_PR,Precision,Recall,F,Precision_at_k,Rprecision,Rrecall,RF,R_AUC_ROC,R_AUC_PR,VUS_ROC,VUS_PR,Affiliation_Precision,Affiliation_Recall,sliding_window,dataset_full,path
2-std_cut_increasing-stdRatio_2-stdPast_10,RealNVP,1,7,2,49,7,0,0,True,False,,0.8278688524590164,0.0052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127275392496907,0.1739384602260373,0.8734705773913616,0.0752741959747044,0.5339403936404343,1.0,100.0,2-std_cut_increasing-stdRatio_2-stdPast_10-no-anomaly,../results/TFselfopt-fsb/run-20241030_174414-a7qp1b69
2-std_cut_increasing-stdRatio_2-stdPast_10,tcNF-base,17,4,2,24,3,0,0,True,False,,0.9055343511450382,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9472719696670832,0.2673213079444259,0.9272197833752768,0.1263860969873433,0.8767356074107845,0.9571020019065776,100.0,2-std_cut_increasing-stdRatio_2-stdPast_10-no-anomaly,../results/TFselfopt-fsb/run-20241030_232905-b7k8egur
2-std_cut_increasing-stdRatio_2-stdPast_10,tcNF-cnn,35,20,2,26,5,4,6,True,False,,0.6736641221374046,0.0029154518950437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829733007407045,0.0821868466009166,0.7245684228229445,0.0372678901680714,0.3762669724061526,1.0,100.0,2-std_cut_increasing-stdRatio_2-stdPast_10-no-anomaly,../results/TFselfopt-fsb/run-20241031_084927-0m30x43k
2-std_cut_increasing-stdRatio_2-stdPast_10,tcNF-mlp,46,8,2,42,7,4,0,True,False,,0.773854961832061,0.0042016806722689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8736633279038646,0.1317458670181556,0.8286228085070579,0.0580608336927382,0.4568130362249761,0.9609151572926596,100.0,2-std_cut_increasing-stdRatio_2-stdPast_10-no-anomaly,../results/TFselfopt-fsb/run-20241031_173320-ebn7z70f
2-std_cut_increasing-stdRatio_2-stdPast_10,tcNF-stateless,51,11,2,22,8,10,0,True,False,,0.6526717557251909,0.0027397260273972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255367661805257,0.1004270118173335,0.7635802387306372,0.0431739264301495,0.3915713377820146,0.9990467111534796,100.0,2-std_cut_increasing-stdRatio_2-stdPast_10-no-anomaly,../results/TFselfopt-fsb/run-20241102_080022-aonulp2u
2-std_cut_increasing-stdRatio_2-stdPast_40,RealNVP,1,15,2,1,5,0,0,True,False,,0.7704918032786885,0.0039525691699604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8409649104857226,0.1095485157650403,0.8222401037193693,0.05373609933298,0.0318471337579617,0.0636942675159235,100.0,2-std_cut_increasing-stdRatio_2-stdPast_40-no-anomaly,../results/TFselfopt-fsb/run-20241030_181845-lzfoak2f
2-std_cut_increasing-stdRatio_2-stdPast_40,tcNF-base,8,11,2,20,3,0,0,True,False,,0.926526717557252,0.0128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9464294451830144,0.2664798674978165,0.9284186008053672,0.1272553616049292,0.8971719097553223,1.0,100.0,2-std_cut_increasing-stdRatio_2-stdPast_40-no-anomaly,../results/TFselfopt-fsb/run-20241031_002928-3h4otsp4
2-std_cut_increasing-stdRatio_2-stdPast_40,tcNF-cnn,44,17,2,1,8,5,7,True,False,,0.8043893129770993,0.0048543689320388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9098524937605303,0.1828878134673914,0.8988490869624743,0.0918726339117987,0.0123927550047664,0.0247855100095328,100.0,2-std_cut_increasing-stdRatio_2-stdPast_40-no-anomaly,../results/TFselfopt-fsb/run-20241031_093350-ojm7uzwq
2-std_cut_increasing-stdRatio_2-stdPast_40,tcNF-mlp,26,19,2,50,3,15,0,True,False,,0.8874045801526718,0.0084033613445378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465249465656506,0.2668386525374504,0.9287437288062932,0.1275125493721861,0.8898708196338593,1.0,100.0,2-std_cut_increasing-stdRatio_2-stdPast_40-no-anomaly,../results/TFselfopt-fsb/run-20241031_182151-1ttvz59d
2-std_cut_increasing-stdRatio_2-stdPast_40,tcNF-stateless,27,20,2,19,3,6,0,True,False,,0.8912213740458015,0.008695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9464950252183362,0.2666799997738793,0.9284626181038708,0.1270188935364634,0.908803697363233,1.0,100.0,2-std_cut_increasing-stdRatio_2-stdPast_40-no-anomaly,../results/TFselfopt-fsb/run-20241102_081636-01mw8353
2-std_cut_increasing-stdRatio_2-stdPast_70,RealNVP,1,9,2,22,4,0,0,True,False,,0.6457194899817851,0.0025641025641025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8337989213946445,0.1018967579253508,0.8262345387373612,0.0557433829136793,0.0236578707916286,0.0473157415832574,100.0,2-std_cut_increasing-stdRatio_2-stdPast_70-no-anomaly,../results/TFselfopt-fsb/run-20241030_185832-7uw289m6
2-std_cut_increasing-stdRatio_2-stdPast_70,tcNF-base,31,19,2,22,5,0,0,True,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9261297866589142,0.4211201226794602,0.9683058364932148,0.5624669984611651,0.8574337959466655,1.0,100.0,2-std_cut_increasing-stdRatio_2-stdPast_70-no-anomaly,../results/TFselfopt-fsb/run-20241031_011109-onszf0dw
2-std_cut_increasing-stdRatio_2-stdPast_70,tcNF-cnn,31,13,2,33,4,2,5,True,False,,0.909351145038168,0.0104166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9464451198049189,0.2663540787187011,0.926035644673286,0.126447998001771,0.8506060193381453,0.9018112488083888,100.0,2-std_cut_increasing-stdRatio_2-stdPast_70-no-anomaly,../results/TFselfopt-fsb/run-20241031_101518-fh8xs5dv
2-std_cut_increasing-stdRatio_2-stdPast_70,tcNF-mlp,48,12,2,50,7,16,0,True,False,,0.6278625954198473,0.0025575447570332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859638085779376,0.1549487414473843,0.8775467799385932,0.0883451005464341,0.0620379197118949,0.9571020019065776,100.0,2-std_cut_increasing-stdRatio_2-stdPast_70-no-anomaly,../results/TFselfopt-fsb/run-20241031_191923-vkd28lgn
2-std_cut_increasing-stdRatio_2-stdPast_70,tcNF-stateless,32,4,2,27,6,1,0,True,False,,0.9036259541984732,0.0098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408829929760244,0.2471930914244061,0.918648042819868,0.1157671389602432,0.8232938933438008,0.9609151572926596,100.0,2-std_cut_increasing-stdRatio_2-stdPast_70-no-anomaly,../results/TFselfopt-fsb/run-20241102_082601-8b0mwu78
