id,name,dataset,model_type,past,coupling_layers,test.ROC_AUC,test.RANGE_PR_AUC,test.F1Score_PercentileThresholding(percentile=90),test.AVERAGE_PRECISION,test.FIXED_RANGE_PR_AUC,test.PR_AUC,train.ROC_AUC,train.RANGE_PR_AUC,train.F1Score_PercentileThresholding(percentile=90),train.AVERAGE_PRECISION,train.FIXED_RANGE_PR_AUC,train.PR_AUC
-,-,2-sine-long-9-diff-anomalies-one-channel,multi_hmm,-1,-1,0.5048466030588257,0.0821751281837052,,0.076526331645385,0.0734235188630195,0.076103131019923,0.4987417936570391,0.0742320071289849,,0.0738025843838953,0.0671515848241644,0.0727845122105501
-,-,2-sine-long-9-diff-anomalies-one-channel,normalizing_flows,-1,-1,0.5208568270741185,0.1141241436982328,,0.1254449808263234,0.2931571386993187,0.1251035012336481,0.479159153348568,0.1207727361345933,,0.1053087013659222,0.2091579012473359,0.1048999219385523
-,-,2-sine-long-9-diff-anomalies-one-channel,omnianomaly,-1,-1,0.4592616038360509,0.0811469182372093,,0.0653579069969056,0.0600477717816829,0.0651639344242862,0.4633191446013693,0.0801986753940582,,0.0665686607450127,0.0549236983060836,0.066353351270406
-,-,2-sine-long-9-diff-anomalies-one-channel,pca,-1,-1,0.9695264856790218,,,0.6536740301136874,,0.6567429968523464,0.9609455745674595,,,0.6285869774716208,,0.6291617415048119
-,-,2-sine-long-9-diff-anomalies-one-channel,pcc,-1,-1,0.4853291081671622,0.2135184979013142,,0.127060526710944,0.3474464073048807,0.1268378581599589,0.4930503877124082,0.2199331705359046,,0.1030376559583198,0.3535023688709977,0.1027623325720179
-,-,2-sine-long-9-diff-anomalies-one-channel,random_black_forest,-1,-1,,0.53755,,,0.53755,,,0.53755,,,0.53755,
-,-,2-sine-long-9-diff-anomalies-one-channel,robust_pca,-1,-1,0.4923676925378193,0.1217368605093209,,0.1389602550332589,0.2279004871519742,0.1387367181991623,0.5403806565477478,0.1533188033963777,,0.185199916468888,0.2488756271527853,0.1849527850191469
-,-,2-sine-long-9-diff-anomalies-one-channel,subsequence_knn,-1,-1,0.9241453965081192,0.4376840298170698,,0.4197341391993111,0.4325180533189696,0.4190060935882425,0.905257616650967,0.3139807957732622,,0.3498645830501847,0.2785527858173582,0.3491555541589641
-,-,2-sine-long-9-diff-anomalies-one-channel,tanogan,-1,-1,0.4821061736403935,0.03755,,0.0751,0.03755,0.03755,0.4821061736403935,0.03755,,0.0751,0.03755,0.03755
-,-,2-sine-long-9-diff-anomalies-one-channel,telemanom,-1,-1,0.7992536422766544,0.3263575582342012,,0.3751996390887124,0.4003640826969306,0.3745195815816385,0.8538502524978767,0.2947297948754707,,0.3291182083158236,0.2711925433687454,0.3284243662961726
-,-,2-sine-long-9-diff-anomalies-one-channel,torsk,-1,-1,,0.53755,,,0.53755,,,0.53755,,,0.53755,
