id,name,dataset,model_type,past,coupling_layers,test.ROC_AUC,test.RANGE_PR_AUC,test.F1Score_PercentileThresholding(percentile=90),test.AVERAGE_PRECISION,test.FIXED_RANGE_PR_AUC,test.PR_AUC,train.ROC_AUC,train.RANGE_PR_AUC,train.F1Score_PercentileThresholding(percentile=90),train.AVERAGE_PRECISION,train.FIXED_RANGE_PR_AUC,train.PR_AUC
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,iforest,-1,-1,0.3800955626837743,0.0029166588354446,0.00390625,0.0021881678039485,0.0036952340143303,0.0018667605552232,0.4047380379577653,0.0143321772734761,0.0078125,0.003450188906168,0.0131898544140185,0.0027418864500224
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,kmeans,-1,-1,0.5381248329323711,0.0037432654243479,0.01171875,0.0040954152665342,0.0030147330655096,0.0034197415695341,0.6153601978080727,0.0061967899398595,0.0234375,0.0136520649588039,0.0060636313979744,0.0111660263820379
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,knn,-1,-1,0.623062015503876,0.0050049501551621,0.00390625,0.0035131836476226,0.0042416609365515,0.003088963848074,0.6343056669339748,0.0062515202171711,0.01171875,0.0038322361800809,0.0059298540389167,0.003359340590955
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,laser_dbn,-1,-1,,0.5012,0.0,,0.5012,,0.5109679898422882,0.0039101890739304,0.00390625,0.0028889909509953,0.0034595954767158,0.0023501356178134
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,lstm-vae,-1,-1,,0.5012,0.0,,0.5012,,,0.5012,0.0,,0.5012,
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,lstm_ad,-1,-1,0.6665163058005881,0.0038751477912553,0.01171875,0.0070311493390219,0.0037232924333529,0.0058814188829686,0.6603180967655706,0.0042342226848493,0.01171875,0.0070360737965722,0.0040952260490191,0.0058847853802693
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,mscred,-1,-1,0.455392943063352,0.0012,0.0047885075818036,0.0024,0.0012,0.0012,0.455392943063352,0.0012,0.0047885075818036,0.0024,0.0012,0.0012
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,mstamp,-1,-1,0.5805934242181234,0.0083169870289489,0.0234375,0.0092143771492765,0.007563436216912,0.0076348453795789,0.5413826516974071,0.0129428133446377,0.0234375,0.0056566116026561,0.0116928293300555,0.0049119707419891
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,multi_subsequence_lof,-1,-1,0.3131181502272119,0.0013886285696615,0.0,0.0017518178017509,0.0011747337741013,0.0015925714434499,0.3112469927826784,0.0014993262185217,0.0,0.00174969259194,0.0014150822936137,0.0015910296550764
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,normalizing_flows,-1,-1,0.8585271317829458,0.0083930020018021,0.0351562499999999,0.0270866367030865,0.0083305223675668,0.0224279476227873,0.8566392675755146,0.0080279086113374,0.0351562499999999,0.0251671938347598,0.0079101562005528,0.0209276748225367
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,omni,-1,-1,0.5843288115003038,0.0392000749707222,0.0118110236220472,0.0109802179530084,0.0388563051819801,0.0085284362139279,0.614513734224202,0.0040845461189746,0.0118110236220472,0.1219696279713372,0.0039420332759618,0.0967936228382229
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,pca,-1,-1,0.4387028869286287,0.0037423066601241,0.0,0.0030557038206956,0.0037063767952204,0.002188662589562,0.4337910986367281,0.0036857438564312,0.0,0.0030435746374682,0.0036498139915275,0.0021784603753283
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,pcc,-1,-1,0.6039828922747928,0.0087670115635887,0.0,0.0030141777237749,0.0086068187605781,0.0027305290063188,0.611250334135258,0.0111182245480104,0.0,0.0030603940122408,0.0093494261489567,0.0027688847127806
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,robust_pca,-1,-1,0.4545910184442662,0.0130627211840827,0.0,0.0022077670886919,0.0135674509229659,0.0020060401013434,0.4567127773322641,0.0067097674645868,0.0,0.0022133403427402,0.0058428561134436,0.0020104533248698
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,subsequence_knn,-1,-1,0.457907310879444,0.002867214354874,0.0,0.0024009836910274,0.0026371070149581,0.0021359845845608,0.442654036353916,0.0046630421357231,0.0,0.0022754010139254,0.0044287807936877,0.0020368336518051
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,tanogan,-1,-1,0.4902766639935846,0.0012,0.0047885075818036,0.0024,0.0012,0.0012,0.4902766639935846,0.0012,0.0047885075818036,0.0024,0.0012,0.0012
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,telemanom,-1,-1,0.4358961507618284,0.0029970214491342,0.0,0.0021475916907431,0.0023389028676924,0.0019627181798194,0.4267241379310345,0.0102638316083382,0.0,0.0021028361914281,0.0095613195683685,0.0019175486972441
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,torsk,-1,-1,0.7268193664795509,0.0099737662045418,0.00390625,0.0053500943234618,0.0090943326256516,0.0052098063338949,0.739775461106656,0.0048165800993809,0.01171875,0.00707051455105,0.0051024676770073,0.0063835317257608
-,-,4-std_cut_wave-stdRatio_2-stdPast_10,usad,-1,-1,0.5417789074267176,0.0162135008722543,0.0,0.0114075171802409,0.0167336277663707,0.0111739083209113,0.5461961244351755,0.029928745701909,0.0,0.0115229353926209,0.0359326153993606,0.0112888925987591
-,-,2-sine-one-channel-anomaly-noise-50%,autoencoder,-1,-1,0.625,0.1807528421634603,0.24,0.2053681653824689,0.5443083947954528,0.2008544368086646,0.6142111111111112,0.1578236517708819,0.2099999999999999,0.19182804469202,0.5319761724182293,0.1882439194025968
-,-,2-sine-one-channel-anomaly-noise-50%,cblof,-1,-1,0.5313222222222223,0.1623283527703921,0.19,0.1481916709115515,0.5634174214422056,0.1443151475173344,0.5693555555555556,0.1421542202069881,0.2099999999999999,0.1596738786621658,0.529841214261307,0.1557001481173839
-,-,2-sine-one-channel-anomaly-noise-50%,cof,-1,-1,0.5396333333333334,0.1195474662877904,0.14,0.1325332562042591,0.083996103551569,0.1274028387483066,0.5841,0.1114435111118563,0.13,0.1400161498371736,0.5352486763932118,0.1368670876763882
-,-,2-sine-one-channel-anomaly-noise-50%,copod,-1,-1,0.3120888888888888,0.1302401585236413,0.02,0.0679476983160187,0.0798950892093037,0.0668436901244718,0.3810777777777777,0.1261696066079482,0.03,0.0883855894441888,0.5468059272540771,0.0867056910529373
-,-,2-sine-one-channel-anomaly-noise-50%,dae,-1,-1,0.7027111111111112,0.2114034751916524,0.3,0.2691987181362759,0.5459716104205801,0.265562030124204,0.5408055555555555,0.145410193685026,0.2,0.1674798306634756,0.5605833409505314,0.1641919522801698
-,-,2-sine-one-channel-anomaly-noise-50%,damp,-1,-1,0.5438000000000001,0.1473993514228458,0.15,0.1332526141700599,0.0992217089455318,0.1286372594127552,0.7283777777777778,0.2158355844936922,0.17,0.2013421746420739,0.1418061558471015,0.1951916882824073
-,-,2-sine-one-channel-anomaly-noise-50%,deepant,-1,-1,0.5514222222222221,0.1810878123450835,0.2099999999999999,0.1890096448814677,0.5425086599886991,0.1845572597601859,0.6265333333333333,0.1489165373903101,0.23,0.1764107478040648,0.5405047408630198,0.1723986798834695
-,-,2-sine-one-channel-anomaly-noise-50%,deepnap,-1,-1,0.6166222222222222,0.2221741966096116,0.25,0.2780558198228552,0.5522270042631969,0.2762943532187104,0.4800222222222222,0.1329908274037249,0.1,0.1005043523308284,0.0760332926992514,0.0974068780026708
-,-,2-sine-one-channel-anomaly-noise-50%,encdec_ad,-1,-1,0.5753222222222222,0.1687223176660654,0.31,0.1809401720750674,0.1005066159763255,0.1761077586247427,0.7686444444444445,0.1980713177580531,0.38,0.2758557394360089,0.1689239656445011,0.2707733940153498
-,-,2-sine-one-channel-anomaly-noise-50%,fast_mcd,-1,-1,0.5138111111111111,0.1852673222423422,0.19,0.1635618186687286,0.5557509094752032,0.1602447037650133,0.4898555555555555,0.1494473159842511,0.16,0.1476479549254217,0.5457801477876199,0.1445654330193544
-,-,2-sine-one-channel-anomaly-noise-50%,gdn,-1,-1,0.6803163841807909,0.173746169508941,0.2412060301507537,0.2356163709806313,0.5445256272483241,0.2323276176183605,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-noise-50%,hbos,-1,-1,0.3800166666666666,0.1308808225082456,0.0295566502463054,0.0779555439953995,0.0779559807283695,0.0755663874890767,0.3980777777777777,0.0890999386410719,0.0298507462686567,0.0784661808917165,0.0548013451359584,0.0766175226332829
-,-,2-sine-one-channel-anomaly-noise-50%,health_esn,-1,-1,0.6641222222222223,0.2213134845265088,0.24,0.2374047387529365,0.5314874789763283,0.2335221130608971,0.4315444444444444,0.1158466197777346,0.06,0.0856098027617433,0.0789813266429251,0.0838955186652437
-,-,2-sine-one-channel-anomaly-noise-50%,hif,-1,-1,0.5545222222222221,0.1341655077715214,0.14,0.1444047504850769,0.5395734719617865,0.1418717033926456,0.5348111111111111,0.093533207502047,0.14,0.1224236202891779,0.054609866227671,0.1171367303185148
-,-,2-sine-one-channel-anomaly-noise-50%,hybrid_knn,-1,-1,0.3447444444444444,0.1395807071201476,0.0195121951219512,0.0705580330508921,0.053279799247651,0.0695518796005942,0.6131222222222222,0.1256322808157027,0.16,0.146208539969962,0.086672535570902,0.1419903915243044
-,-,2-sine-one-channel-anomaly-noise-50%,if_lof,-1,-1,0.5432111111111111,0.1360919817962743,0.16,0.1428890127092274,0.5318865921987934,0.1392500482514872,0.5866777777777779,0.1166507747751572,0.13,0.1457373027258394,0.5406908548399274,0.1423673193266064
-,-,2-sine-one-channel-anomaly-noise-50%,iforest,-1,-1,0.4671111111111111,0.1305119172986572,0.12,0.1099382639964441,0.5579080676824092,0.1073433158329964,0.4588888888888889,0.0939313813567686,0.1,0.1013608617464738,0.0721184540591547,0.0964831037183823
-,-,2-sine-one-channel-anomaly-noise-50%,kmeans,-1,-1,0.6515777777777777,0.2428516318587753,0.26,0.3286948394859789,0.6038646853169244,0.3273599117357134,0.6563333333333334,0.2013783194948469,0.26,0.2005050178650222,0.2024897903537608,0.1958780639489444
-,-,2-sine-one-channel-anomaly-noise-50%,knn,-1,-1,0.5331055555555555,0.1319289350973266,0.14,0.137347393802771,0.541964904768583,0.133753678103359,0.5248944444444446,0.1185105639129671,0.17,0.1380700234005333,0.5375962592951204,0.1345995883814386
-,-,2-sine-one-channel-anomaly-noise-50%,laser_dbn,-1,-1,,0.55,0.0,,0.55,,0.5771,0.0970102912661747,0.11,0.1257867910528319,0.0448196191046356,0.1226927562033426
-,-,2-sine-one-channel-anomaly-noise-50%,lstm-vae,-1,-1,,0.55,0.0,,0.55,,,0.55,0.0,,0.55,
-,-,2-sine-one-channel-anomaly-noise-50%,lstm_ad,-1,-1,0.8398,0.5291497411529721,0.58,0.6511792569071838,0.6107325686129814,0.6505857077765609,0.7731444444444444,0.2156545083876101,0.4199999999999999,0.3707533777994575,0.1707138939763978,0.3633329067234916
-,-,2-sine-one-channel-anomaly-noise-50%,mstamp,-1,-1,0.6244444444444444,0.12024660407277,0.1,0.1578884620776937,0.1039806605588005,0.1524642430798221,0.7357333333333332,0.2072733419611183,0.07,0.1620180611821088,0.0809104547767016,0.1600064847571249
-,-,2-sine-one-channel-anomaly-noise-50%,multi_hmm,-1,-1,0.4949722222222222,0.1405848290232608,0.06,0.1201470591878658,0.0538692145607192,0.0870600922259179,0.4139666666666666,0.1176783071515168,0.0093896713615023,0.1051833132200276,0.0395085743255225,0.0759715337194775
-,-,2-sine-one-channel-anomaly-noise-50%,multi_subsequence_lof,-1,-1,0.8329111111111112,0.6055716806289919,0.58,0.670102015378132,0.6052653182910475,0.6695621571702872,0.8939222222222223,0.4205013962027814,0.35,0.447746893936105,0.6153468343658497,0.4452862139096318
-,-,2-sine-one-channel-anomaly-noise-50%,normalizing_flows,-1,-1,0.8912388888888889,0.5273857415126185,0.65,0.6054587663649934,0.528470755249645,0.616286548459777,0.9620333333333334,0.6378263331771262,0.62,0.551634254198961,0.3111375614032551,0.5412255578819933
-,-,2-sine-one-channel-anomaly-noise-50%,omni,-1,-1,0.4304582843713279,0.1171333789825439,0.010204081632653,0.084855651289299,0.0505177527666091,0.0837167234344172,0.5611280846063454,0.1025242507457733,0.0204081632653061,0.1105127511249942,0.0613118112087249,0.1090462714781044
-,-,2-sine-one-channel-anomaly-noise-50%,pca,-1,-1,0.8938555555555555,0.5175894287027376,0.5192307692307693,0.5984153213772779,0.6114968394321704,0.5848700734365841,0.7753555555555556,0.4419035847465034,0.5288461538461539,0.523122503838293,0.6154004814160229,0.5183266439580021
-,-,2-sine-one-channel-anomaly-noise-50%,pcc,-1,-1,0.2511444444444445,0.1464985761226701,0.03,0.0628416624404522,0.1002407613866709,0.0618273748963355,0.38215,0.1186756785162113,0.06,0.076261119973802,0.0768473838997888,0.0749126953003014
-,-,2-sine-one-channel-anomaly-noise-50%,random_black_forest,-1,-1,0.6830333333333333,0.182595718756597,0.22,0.2099725870688741,0.5494125360915794,0.2055137661442519,0.6657444444444445,0.1505973059561806,0.18,0.1735355670803308,0.5539663607485473,0.1699143845850968
-,-,2-sine-one-channel-anomaly-noise-50%,robust_pca,-1,-1,0.2694555555555555,0.1292879553139615,0.01,0.0639813424307494,0.0644368084773366,0.0631431182589803,0.2549111111111111,0.1358823188931007,0.01,0.0629831847675383,0.0775220620526192,0.0621928436185926
-,-,2-sine-one-channel-anomaly-noise-50%,subsequence_knn,-1,-1,0.7903888888888888,0.3025379279846688,0.4299999999999999,0.2700402124426906,0.1252031730452019,0.2666090723262549,0.886,0.4157473594944867,0.25,0.425817774680224,0.6450671516721268,0.4233481116566305
-,-,2-sine-one-channel-anomaly-noise-50%,tanogan,-1,-1,0.4905555555555556,0.05,0.1818181818181818,0.1,0.05,0.05,0.4905555555555556,0.05,0.1818181818181818,0.1,0.05,0.05
-,-,2-sine-one-channel-anomaly-noise-50%,telemanom,-1,-1,0.6741555555555556,0.2135742122153293,0.08,0.1366868872013606,0.1949318886631452,0.1343632718228106,0.9318,0.451272264171691,0.49,0.621478290768331,0.6000404422931462,0.6198943901848544
-,-,2-sine-one-channel-anomaly-noise-50%,usad,-1,-1,0.4643183662567927,0.1626707017421722,0.0,0.0968204598568076,0.0670785680413246,0.095728688928272,0.3635448447307056,0.1646451354026794,0.0571428571428571,0.0874986307705824,0.0895469859242439,0.0852389136967367
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,autoencoder,-1,-1,0.7077333333333334,0.0530865369863211,0.0545454545454545,0.0441357218403899,0.507707803027529,0.0423413388186095,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,cblof,-1,-1,0.6665101010101011,0.1290858385378186,0.0745454545454545,0.1037080998350814,0.5169366815024437,0.1008645253137421,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,cof,-1,-1,0.6730919191919191,0.0151487427512052,0.0618181818181818,0.0340159905384894,0.0140382210030474,0.0300405975065381,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,copod,-1,-1,0.7641651515151514,0.0369060396533792,0.0781818181818181,0.1084765297756031,0.0524370844619205,0.1021900672077614,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,dae,-1,-1,0.7022464646464646,0.0158895785739787,0.06,0.0385007318034174,0.013898748164597,0.0351092109126378,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,damp,-1,-1,0.6129787878787879,0.0396988959799643,0.0,0.0130218654073487,0.0435008243198562,0.0128558765269253,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,deepant,-1,-1,0.4999878787878787,0.0158081736436748,0.0309090909090909,0.0260677194619212,0.0100194548980247,0.0220009938682663,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,deepnap,-1,-1,0.8119414141414142,0.2079871742713618,0.0999999999999999,0.2687764618649091,0.5561700353558108,0.267483143368137,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,encdec_ad,-1,-1,0.553879797979798,0.1068963854492701,0.06,0.1599450202116365,0.540364436836271,0.1592324421627223,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,fast_mcd,-1,-1,0.7562666666666666,0.0158545641341815,0.0654545454545454,0.044511675172801,0.0127261450909262,0.0407424379670706,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,gdn,-1,-1,0.7216823469903895,0.0882855413097965,0.0746132848043676,0.1120982492182332,0.5150885582310866,0.1090047013752647,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,hbos,-1,-1,0.6391575757575756,0.0305156044258508,0.0737410071942446,0.0583260372127136,0.0771171704145037,0.0470790612029596,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,health_esn,-1,-1,0.6368292929292929,0.0113037213731807,0.0418181818181818,0.0287901409952845,0.0079023481118142,0.0255786904423827,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,hif,-1,-1,0.7584060606060606,0.0305695638605044,0.0818181818181818,0.0611798618372043,0.0414704926799639,0.0577066898462621,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,hybrid_knn,-1,-1,0.7727535353535353,0.1847105110336194,0.0870353581142339,0.2247942847991669,0.4870371783104427,0.2313989251785281,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,if_lof,-1,-1,0.6884393939393939,0.0413002463754582,0.0618181818181818,0.0455663922328196,0.5076962334782623,0.0438545629397162,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,iforest,-1,-1,0.740439898989899,0.0841592691247162,0.0836363636363636,0.0829956195718643,0.5099944010697826,0.0797926834857974,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,kmeans,-1,-1,0.9772777777777778,0.4470887431099604,0.1636363636363636,0.7881151437146876,0.6176838654179164,0.7878443856350137,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,knn,-1,-1,0.7044777777777778,0.0926668062476174,0.0636363636363636,0.0781453747387443,0.5083826033854787,0.0750108274922489,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,laser_dbn,-1,-1,,0.505,0.0,,0.505,,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,lstm-vae,-1,-1,,0.505,0.0,,0.505,,,0.5,0.0,,0.5,
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,lstm_ad,-1,-1,0.5866050505050504,0.1217014724778668,0.0727272727272727,0.1888129175721216,0.5310343978801298,0.1874670718397268,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,mscred,-1,-1,0.4522727272727272,0.005,0.0198019801980198,0.01,0.005,0.005,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,mstamp,-1,-1,0.5214843434343435,0.0106832531830317,0.0163636363636363,0.0102984184201264,0.0073605181323132,0.0100892476217053,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,multi_hmm,-1,-1,0.7664353535353535,0.0162923228956753,0.0,0.0225799760024568,0.0109668596731753,0.0218754596967483,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,multi_subsequence_lof,-1,-1,0.994120202020202,0.0182234401515357,0.1781818181818181,0.6423259902419637,0.0183533359294263,0.6358081144870764,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,normalizing_flows,-1,-1,0.2476292929292929,0.0386709290103379,0.0,0.0060601900037698,0.0049806853724687,0.0059823324848463,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,omni,-1,-1,0.4385250228403208,0.0135613940656185,0.010948905109489,0.008325659501942,0.0045993491075932,0.0081741185006906,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,pca,-1,-1,0.9588505050505052,,0.1581160639192599,0.447384960718294,,0.2242299303305592,,,,,,
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,pcc,-1,-1,0.7101575757575757,0.0186534657502489,0.0727272727272727,0.0454476614648708,0.0220238939516396,0.042674129616963,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,robust_pca,-1,-1,0.623610101010101,0.0133096100894256,0.0272727272727272,0.0147506562162837,0.0068348618479903,0.0144532333504793,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,subsequence_knn,-1,-1,0.9684272727272728,0.4055100467250569,0.1654545454545454,0.5490123191856782,0.3442749941774449,0.5417304361810115,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,tanogan,-1,-1,0.490050505050505,0.005,0.0198019801980198,0.01,0.005,0.005,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,telemanom,-1,-1,0.8728353535353535,0.0577863406648031,0.1036363636363636,0.0884935242366413,0.0623056583033423,0.0865299103004124,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,torsk,-1,-1,0.2997474747474747,0.005,0.0,0.01,0.005,0.005,,,0.0,-0.0,,0.5
-,-,2-sine-one-channel-anomaly-beginning-no-anomaly,usad,-1,-1,0.5630179131242208,0.0164360739290714,0.0,0.0128833053974682,0.0162261426448822,0.0127040682211597,,,0.0,-0.0,,0.5
-,-,2-wave-one-channel,autoencoder,-1,-1,0.5493146104981611,0.0176712911884263,0.0194174757281553,0.0281189350894182,0.022966516623233,0.0148022366115947,0.4640588431962554,0.0178732132464987,0.0194174757281553,0.0095235563440889,0.0162234931495038,0.005393488554603
-,-,2-wave-one-channel,cblof,-1,-1,0.7107990638582414,0.0122195884997269,0.0,0.0076442936146741,0.0132526513927206,0.0052726201848812,0.5773988632564359,0.0066650146972107,0.0,0.004536949853525,0.0063812878364102,0.0033318300019094
-,-,2-wave-one-channel,cof,-1,-1,0.6880641925777332,0.0347790074986649,0.0388349514563106,0.0522462415497931,0.0382228370826658,0.0344299990817748,0.7281845536609829,0.0137963796379637,0.0388349514563106,0.2179012345679012,0.0159890989098909,0.1510293152649971
-,-,2-wave-one-channel,copod,-1,-1,0.7128050819124038,0.0155110474648289,0.0,0.0066657500681625,0.0191191600960508,0.0048838658007583,0.7245068538950183,0.0194355363353676,0.0,0.0069933328203363,0.0205873333850751,0.0051141552683209
-,-,2-wave-one-channel,dae,-1,-1,0.3480441323971915,0.0404657687991021,0.0,0.0029819349455828,0.0429601571268237,0.002205842549736,0.3507188231360749,0.0361435713409397,0.0,0.0029945311457916,0.0430717856704698,0.0022141493613328
-,-,2-wave-one-channel,damp,-1,-1,0.3921765295887663,0.0020135502470923,0.0,0.0031815209634357,0.0017508227425938,0.0023119320514295,0.3888331661651621,0.0019998554575823,0.0,0.0031590418051426,0.0016509693954578,0.0022983838667514
-,-,2-wave-one-channel,deepant,-1,-1,0.312938816449348,0.0145736364721327,0.0,0.0028175813202293,0.0251439610932092,0.0020150697451248,0.2704781009695754,0.0063644688644688,0.0,0.0026708588774859,0.0091346153846153,0.0019046900571939
-,-,2-wave-one-channel,deepnap,-1,-1,0.5707121364092277,0.0039476477714085,0.0,0.0046039219004335,0.0027360190076555,0.0034429067864221,0.5891006352390505,0.0044488298019664,0.0,0.0048336691674287,0.0037304389973687,0.0036217807120937
-,-,2-wave-one-channel,encdec_ad,-1,-1,0.7469073888331662,0.0089527027027027,0.0,0.0077730949215763,0.0076013513513513,0.0058127361120553,0.7315279170845871,0.009280303030303,0.0,0.0072984174522126,0.0077651515151515,0.0054471373716374
-,-,2-wave-one-channel,fast_mcd,-1,-1,0.6255432965563357,0.0533966033966034,0.0,0.0052069228429122,0.0624125874125874,0.0038696753410767,0.6272149782681377,0.0512070105820105,0.0,0.0052238672642674,0.0613177910052909,0.0038775106155672
-,-,2-wave-one-channel,gdn,-1,-1,0.6911065852002716,0.0344528531914688,0.0,0.0063536230061413,0.0450042043735122,0.0045755652614043,,,0.0,-0.0,,0.5
-,-,2-wave-one-channel,hbos,-1,-1,0.6526245402875293,0.0213235294117647,0.0,0.0067366934586851,0.021078431372549,0.0040790787833582,0.6405884319625543,0.016369578134284,0.0,0.0064877063730578,0.0155377302436125,0.0039382976309733
-,-,2-wave-one-channel,health_esn,-1,-1,0.9715814108993648,0.5050745844396638,0.058252427184466,0.5670498084291188,0.7525372922198319,0.5374008732068074,0.6228686058174523,0.3357713152182456,0.0194174757281553,0.3380102625188986,0.6678856576091228,0.3369341621787272
-,-,2-wave-one-channel,hif,-1,-1,0.6970912738214644,0.013507326007326,0.0,0.0064106343796359,0.0138965201465201,0.0046699057025992,0.6486125041792042,0.0126410650263582,0.0,0.0054624000849876,0.0114225733295056,0.0040123406678967
-,-,2-wave-one-channel,hybrid_knn,-1,-1,0.2908726178535606,0.1016778523489932,0.0,0.0028046668434714,0.1008389261744966,0.0021052763121786,0.2948846539618856,0.2008333333333333,0.0,0.0028264954691335,0.2008333333333333,0.0021181963806918
-,-,2-wave-one-channel,if_lof,-1,-1,0.6091608157806753,0.0198759235645749,0.0,0.0054526378282211,0.0182712951156207,0.0038456749932031,0.5369441658308257,0.0170219661291089,0.0,0.0042594792050426,0.0181263676799391,0.0030898948839965
-,-,2-wave-one-channel,iforest,-1,-1,0.581410899364761,0.014927863910422,0.0,0.0046943605265581,0.0132778854435831,0.0035017369135253,0.55633567368773,0.0149955908289241,0.0,0.0044069990488748,0.0130533509700176,0.0032800023603347
-,-,2-wave-one-channel,kmeans,-1,-1,0.9973253092611166,0.0384615384615384,0.058252427184466,0.4428571428571428,0.0384615384615384,0.3186507936507937,0.9996656636576396,0.7222222222222223,0.058252427184466,0.9166666666666664,0.8611111111111112,0.9027777777777776
-,-,2-wave-one-channel,knn,-1,-1,0.4770979605483115,0.0431372549019607,0.0,0.0037906423113184,0.038235294117647,0.0028365664404799,0.4189234369775994,0.0156598383500557,0.0,0.0033703374577855,0.0186994843924191,0.0025080380510717
-,-,2-wave-one-channel,laser_dbn,-1,-1,,0.5015,0.0,,0.5015,,0.4533600802407221,0.01910968273545,0.019047619047619,0.0301729873586161,0.0373326191455028,0.0155068383619478
-,-,2-wave-one-channel,lstm-vae,-1,-1,,0.5015,0.0,,0.5015,,,0.5015,0.0,,0.5015,
-,-,2-wave-one-channel,lstm_ad,-1,-1,0.4961551320628553,0.0032687209439575,0.0,0.0038549554442788,0.0022295985672168,0.002857676292281,0.5974590437980609,0.0030534520828927,0.0,0.0047818814204278,0.0019896890044093,0.0035251323507346
-,-,2-wave-one-channel,mstamp,-1,-1,0.6171848879973253,0.0029706163586185,0.0,0.0077513826202145,0.0030478081793092,0.0051919372984844,0.6138415245737211,0.0033858121614269,0.0,0.0079263124039243,0.0037762394140467,0.0052520950658635
-,-,2-wave-one-channel,multi_hmm,-1,-1,0.3204613841524573,0.0008296460176991,0.0,0.0041551246537396,0.0008296460176991,0.0020775623268698,0.3204613841524573,0.0010245901639344,0.0,0.0041666666666666,0.0010245901639344,0.0020833333333333
