id,dataset,model_type,past,coupling_layers,sliding_window,VUS_ROC,AUC_ROC,RANGE_PR_AUC,F,AUC_PR,Precision,Recall,Precision_at_k,Rprecision,Rrecall,RF,R_AUC_ROC,R_AUC_PR,VUS_PR,Affiliation_Precision,Affiliation_Recall
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,pca,-1,-1,125,0.14352931793064272,0.14351011915830314,0,0.0,0.00012250683996523138,0.0,0.0,0.0,0.0,0.0,0.0,0.1435486224713644,0.0003726023359015107,0.00021651392172836667,0.014994974874371757,0.019944723618090437
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,health_esn,-1,-1,125,0.9348768721560617,0.928075204873259,0,0.0,0.0007296489619267779,0.0,0.0,0.0,0.0,0.0,0.0,0.9379893165538684,0.0028764876524863194,0.0017724841551895964,0.6435477386934674,0.6763969849246232
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,fast_mcd,-1,-1,125,0.5380822939487988,0.5373910001031457,0,0.0,0.00011931660986904794,0.0,0.0,0.0,0.0,0.0,0.0,0.5375640507402962,0.000595765875789747,0.0003392675387045181,0.8546432160804021,0.8980552763819095
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,autoencoder,-1,-1,125,0.0019577548750323174,0.0012982944598843912,0,0.0,5.534747723671916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0019580181909824024,0.0003209604010949802,0.0001865055273806778,0.5875897539874518,0.9197738693467337
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,robust_pca,-1,-1,125,0.1544942737269413,0.15339139641201668,0,0.0,6.526811141681714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1552090317248523,0.00022493237185053925,0.0001441320582277723,0.3869961410313897,0.5934522613065326
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,encdec_ad,-1,-1,125,0.632595546638962,0.6314078609396205,0,0.0,0.00014991696306773493,0.0,0.0,0.0,0.0,0.0,0.0,0.6326208523528585,0.0006170880617346042,0.000414918402540295,0.7262436874932247,0.8979648241206031
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,knn,-1,-1,125,0.45855474464117985,0.6163086365419275,0,0.0,0.00013605781509224568,0.0,0.0,0.0,0.0,0.0,0.0,0.35174508980695995,0.00026640557568745164,0.00019443736709553742,0.7826769195930866,0.9317738693467336
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,hif,-1,-1,125,0.5384301768556853,0.5381836178452907,0,0.0,0.0001439047656554598,0.0,0.0,0.0,0.0,0.0,0.0,0.5385596966276349,0.00047735448663042425,0.00028369432499109683,0.5999203286003296,0.9791105527638192
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,multi_subsequence_lof,-1,-1,125,0.9981502609169581,0.9998521021242012,0,0.19004524886877827,0.32002924444595704,0.105,1.0,1.0,0.07291666666666667,1.0,0.13592233009708737,0.9982308180118594,0.06070545050704768,0.04061142891574934,0.9995391592106876,0.9999806173725772
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,hbos,-1,-1,125,0.7188880927446972,0.718236597831932,0,0.0,0.0003707168958638586,0.0,0.0,0.0,0.0,0.0,0.0,0.7189847824291522,0.0011275287273448031,0.0006551909182967299,0.5841237102678707,1.0
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,torsk,-1,-1,125,0.9986609075487803,0.9985425597676137,0,0.0,0.03494176372712146,0.0,0.0,0.0,0.0,0.0,0.0,0.9987490167823068,0.5859357349448089,0.5567111610035521,0.49577743654751066,1.0
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,mstamp,-1,-1,125,0.996964905357679,0.999921264723078,0,0.03598971722365039,0.3998344100844758,0.01832460732984293,1.0,1.0,0.004475703324808185,1.0,0.008911521323997456,0.9890291663257207,0.035078943976944534,0.028392906880863576,0.7020654425976035,0.9999997607083034
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,deepnap,-1,-1,125,0.2670120908862374,0.2657323972211473,0,0.0,7.527371819016665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2669807542600764,0.0002542550232060233,0.0001627816179796478,0.6299597989949749,0.6953819095477387
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,iforest,-1,-1,125,0.5527351851979398,0.5423738183426392,0,0.0,0.00011920992338927545,0.0,0.0,0.0,0.0,0.0,0.0,0.5566239547782291,0.0004182560091407555,0.0002661221808245716,0.6261280350325601,0.970427135678392
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,gdn,-1,-1,125,0.9968090134475751,0.9954967729305725,0,0.005808325266214908,0.015605405186443936,0.002912621359223301,1.0,1.0,0.002912621359223301,1.0,0.005808325266214909,0.997447834355143,0.48274122982248047,0.40005152082190465,0.8632007969969775,1.0
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,deepant,-1,-1,125,0.5163735723100981,0.5157273117359358,0,0.0,0.0001140735076418688,0.0,0.0,0.0,0.0,0.0,0.0,0.5172345650771292,0.00044616224706877804,0.00030990136212581367,0.6101212996450089,0.8921356783919598
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,damp,-1,-1,125,0.38927556900835764,0.3796009581293456,0,0.0,8.878455398043011e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.39892730700110085,0.0003065788498564213,0.00019485738190439756,0.4500996546909886,0.9909798994974873
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,pcc,-1,-1,125,0.25812975687482,0.25009578660969006,0,0.0,7.311805604402505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.261958642757962,0.0002515647637448065,0.00016027983186599863,0.5778865929073751,0.8965678391959799
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,usad,-1,-1,125,0.3395332255179079,0.32669013408689457,0,0.0,8.144691471171558e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3450340261942342,0.0002956597197038874,0.0001886726415987982,0.5436984152459805,0.901964824120603
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,if_lof,-1,-1,125,0.9980095592156598,0.9999932991253684,0,0.5,0.9539708204680983,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4666666666666667,0.6363636363636364,0.9889313359790866,0.5455383588987747,0.5476011990965566,1.0,0.9999940177075854
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,tanogan,-1,-1,125,0.49203230416377025,0.49000648309620615,0,0.0,0.00010552763819095478,0.0,0.0,0.0,0.0,0.0,0.0,0.4920984819857587,0.0003209604010949802,0.0001865055273806778,0.33730519396984926,0.35531155778894474
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,dae,-1,-1,125,0.6444447531882184,0.6430714511868805,0,0.0,0.00015455699411755062,0.0,0.0,0.0,0.0,0.0,0.0,0.6458608740749161,0.0005433637111063446,0.0003556912175840247,0.49670328783103695,1.0
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,telemanom,-1,-1,125,0.37907816287416013,0.37781086733488745,0,0.0,8.881789476855237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3797353116547637,0.0003146827026764932,0.00020209056503040754,0.7743654145857228,0.8773015075376884
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,copod,-1,-1,125,0.49078784331060765,0.46892983921012005,0,0.0,0.0001013291099410364,0.0,0.0,0.0,0.0,0.0,0.0,0.5010794330653073,0.00036783540725160316,0.00023075062776949296,0.6470142218786239,0.8643467336683417
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,kmeans,-1,-1,125,0.29379271909287075,0.2925539641776028,0,0.0,7.813245020193592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.29714355508898216,0.00028700713169226336,0.000196501334486527,0.5221153414070722,0.981391959798995
-,4-lotka_volterra-3-prey-2-predator-300-cooldown-short,cblof,-1,-1,125,0.3351574725889241,0.3331095719840261,0,0.0,8.284712871523228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.33813482016742497,0.0002911415851980475,0.00019269574657969092,0.7377994769505254,0.9395427135678392
