dataset,model_type,past,coupling_layers,channels,hidden_multiplier,st_net_layers,encoder_layers,encoder_size,normalized,z_score,time_features,AUC_ROC,AUC_PR,Precision,Recall,F,Precision_at_k,Rprecision,Rrecall,RF,R_AUC_ROC,R_AUC_PR,VUS_ROC,VUS_PR,Affiliation_Precision,Affiliation_Recall,sliding_window,dataset_full,path
smd_machine-2-8,tcNF-stateless,18,11,38,11,4,1,0,True,False,,0.9580882463995108,0.775076575314813,0.0394911211237741,0.9254658385093169,0.0757498729028978,0.9254658385093169,0.0278741168914579,0.4467908902691511,0.0524744875376369,0.9401769186407118,0.5792032917425515,0.94808397559525,0.6566736593119414,1.0,0.9967762496177552,125.0,smd_machine-2-8,../results/TFselfopt-real/run-20241128_191322-9f090eic
smd_machine-2-9,RealNVP,1,15,38,20,4,0,0,True,False,,0.9478306754543496,0.7865895219234752,0.44375,0.8495726495726496,0.5829912023460411,0.8495726495726496,0.0881042246551315,0.4654234093944984,0.1481615951892061,0.9280587682686392,0.7283133240958188,0.945803989423936,0.770153241870611,1.0,0.317321298973065,125.0,smd_machine-2-9,../results/TFselfopt-real/run-20241114_143433-fk3dlwn0
smd_machine-2-9,tcNF-base,2,17,38,33,4,0,0,True,False,,0.9580227966887686,0.801431765227336,0.4960912052117264,0.8678062678062678,0.6312953367875648,0.8678062678062678,0.1053080243854572,0.5854641344880609,0.1785076904431764,0.95414636465742,0.772572289610942,0.9641554923127844,0.8014271837362119,1.0,0.3228048847380665,125.0,smd_machine-2-9,../results/TFselfopt-real/run-20241119_012224-tvefdyfs
smd_machine-2-9,tcNF-cnn,97,20,38,7,4,3,3,True,False,,0.9294401591691848,0.5318090595539208,0.3215621105110096,0.882051282051282,0.4713046125742122,0.882051282051282,0.0873656891818183,0.5661599159623945,0.1513726496890968,0.9581035828343272,0.6506644144101819,0.9493314666780582,0.5927487674622615,1.0,0.0635587452085547,125.0,smd_machine-2-9,../results/TFselfopt-real/run-20241122_034308-whj0hfp6
smd_machine-2-9,tcNF-mlp,11,17,38,10,5,7,0,True,False,,0.9412972008594728,0.7706095874421257,0.5092224231464738,0.8022792022792022,0.6230088495575221,0.8022792022792022,0.0911150761490458,0.4252429420571451,0.1500743347880348,0.9436394773735624,0.7439339102369336,0.9497311575506684,0.7698977997803499,1.0,0.2559051083690725,125.0,smd_machine-2-9,../results/TFselfopt-real/run-20241123_190859-kfmu2zl8
smd_machine-2-9,tcNF-stateless,70,9,38,8,3,4,0,True,False,,0.9692659125176062,0.8338507394992387,0.6207692307692307,0.9196581196581196,0.7412169919632606,0.9196581196581196,0.1146787729901754,0.4483877679318266,0.1826446976090108,0.9491732313055032,0.7753404017014491,0.966859377767863,0.8181970273758956,1.0,0.0857392635794296,125.0,smd_machine-2-9,../results/TFselfopt-real/run-20241128_001831-8wkqnbmo
smd_machine-3-1,RealNVP,1,18,38,3,3,0,0,True,False,,0.8255715525360836,0.5254937329459829,0.121875,0.7597402597402597,0.2100538599640933,0.7597402597402597,0.0585334893158451,0.516805619071071,0.105156891792316,0.8647291468225249,0.4331013847831852,0.8472774460881421,0.4381446897826752,1.0,0.2483676501804288,125.0,smd_machine-3-1,../results/TFselfopt-real/run-20241115_013953-yvb3ogu2
smd_machine-3-1,tcNF-base,4,15,38,16,3,0,0,True,False,,0.7509567197497988,0.3122248092497662,0.0405835543766578,0.4967532467532468,0.0750367827366356,0.4967532467532468,0.0273434280025617,0.4908748724803884,0.0518013421039952,0.7764680556791166,0.1906109603237615,0.7679308530595981,0.2016350890226528,1.0,0.248718644920722,125.0,smd_machine-3-1,../results/TFselfopt-real/run-20241119_181937-51whmdah
smd_machine-3-1,tcNF-cnn,97,20,38,7,3,3,7,True,False,,0.6781144432606028,0.0869848946347368,0.0168283808368708,0.7207792207792207,0.0328888888888888,0.7207792207792207,0.0306913557448407,0.7830879093819256,0.0590676873601107,0.6900755984156696,0.0649612485570226,0.6756402736992859,0.0592528515360371,1.0,0.2486531521969857,125.0,smd_machine-3-1,../results/TFselfopt-real/run-20241122_191353-5pquye1y
smd_machine-3-1,tcNF-mlp,15,16,38,31,4,6,0,True,False,,0.7911599508264525,0.3898098402938393,0.0303107165504121,0.775974025974026,0.0583424874893201,0.775974025974026,0.0181030228806608,0.7687058078587259,0.035373011294462,0.7910819955049998,0.2231094680615801,0.7925078077397579,0.236097519031321,1.0,0.2488069412014434,125.0,smd_machine-3-1,../results/TFselfopt-real/run-20241124_153542-t6guyp7s
smd_machine-3-1,tcNF-stateless,47,18,38,11,5,1,0,True,False,,0.7580677072741686,0.4398618344687195,0.1079745942131263,0.4967532467532468,0.177391304347826,0.4967532467532468,0.0208987327054993,0.463585089293043,0.0399944866163952,0.8188307810083942,0.3794563430144616,0.7950293930994488,0.377965681591433,1.0,0.2486718318828274,125.0,smd_machine-3-1,../results/TFselfopt-real/run-20241128_200135-4sbgiu9s
smd_machine-3-10,RealNVP,1,14,38,4,4,0,0,True,False,,0.7021714882947905,0.3907294571517833,0.3269358041032429,0.4718242597898758,0.3862392494136044,0.4718242597898758,0.1604602667433673,0.1378553877459816,0.1483013845022359,0.680240409150376,0.2103054556103201,0.6619500627468589,0.206000965067523,0.9998397954310888,0.2921617045995945,125.0,smd_machine-3-10,../results/TFselfopt-real/run-20241115_130903-kk346cwk
smd_machine-3-10,tcNF-base,98,3,38,8,5,0,0,True,False,,0.8595818868471272,0.7894404121419145,0.8784355179704016,0.7936962750716332,0.8339187155042649,0.7936962750716332,0.2424862735995213,0.457004611202712,0.3168514346535767,0.7649972611747861,0.5975807905571298,0.8090507518272466,0.6912735836074378,1.0,0.0768331872626351,125.0,smd_machine-3-10,../results/TFselfopt-real/run-20241119_032324-rdk6ejtl
smd_machine-3-10,tcNF-cnn,49,8,38,4,6,5,6,True,False,,0.8016583621465548,0.3091943617628668,0.2113389015439129,0.7975167144221585,0.3341336534613845,0.7975167144221585,0.1590337194375071,0.5188237026519872,0.2434448911416988,0.7311865670012229,0.2210191988953047,0.7561550769119126,0.2177344334152946,1.0,0.0767273115917414,125.0,smd_machine-3-10,../results/TFselfopt-real/run-20241122_041344-7qdmu7at
smd_machine-3-10,tcNF-mlp,84,7,38,10,7,7,0,True,False,,0.8758153013722106,0.7966597430548542,0.9125269978401728,0.8070678127984718,0.8565636087176888,0.8070678127984718,0.3313474239523878,0.4734808013363897,0.389863672481002,0.8129021586691196,0.6043311485581364,0.8435437817742648,0.6918239655284214,1.0,0.0768331872626351,125.0,smd_machine-3-10,../results/TFselfopt-real/run-20241124_185755-usft50tu
